flight_record,flight_date_exact,tail_number,airframe,fleet,takeoff_airport_code,landing_airport_code,p14_event_record,p14_event_type,p14_severity,p14_false_positive,p14_start_of_event_10_seconds_seconds_from_start_of_file,p14_end_of_event_10_seconds_seconds_from_start_of_file,p14_duration_of_event_seconds,p14_terrain_elevation_at_start_of_event_ft,p14_data_dropouts_seconds,p14_error_b_w_gmt_and_recorded_time_around_event_percent,p14_estimated_nav_error_at_start_of_event_nm,p14_standard_deviation_of_sample_rate_of_gmt_event_interval_30_seconds_hz,p14_flap_handle_position_at_start_of_event,p14_speed_brake_handle_position_at_start_of_event_deg,p14_flap_position_at_start_of_event_deg_ted,target
2748878,23/10/2019 3:36,VH-VZB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40613184,Late Land Flap Selection,Level 2,Not a False Positive,3750,3770,0,445.2180786,2,-9.54E-05,0.001650589,0,30,0.367041558,25.16604106,0
2749102,23/10/2019 9:09,VH-VZG,737-800,QFA - 737-800 (1024 wps),YBBN,NZCH,40613451,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,5502,11520.5,5998.5,0,0,1.16E-05,0.009345849,0,0,-1.470354557,0.009501703,1
2749257,24/10/2019 2:17,VH-XZO,737-800,QFA - 737-800 (1024 wps),YBAS,YPDN,40612724,Airborne Speed High,Level 2,Not a False Positive,572,593,1,1775.832275,2,-1.54E-04,0.013540437,0,5,-1.37830174,5.156261341,0
2749338,24/10/2019 6:20,VH-VZX,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40612512,High Rate of Descent 1000 ft HAT -> 500 HAT,Level 2,Not a False Positive,6629,6653,4,263.2635498,6,-3.26E-04,0.017688294,0,30,2.014149666,30.01958974,0
2749406,24/10/2019 9:09,VH-VXN,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40612412,FLCH  mode below 1000 ft HAT,Level 2,Not a False Positive,6393,6413,0,332.4047852,6,0.833892822,0.00393526,0,30,4.382470131,29.8633105,0
2750278,25/10/2019 2:06,VH-VZI,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,40612378,Airborne Speed High,Level 2,Not a False Positive,644,664,0,17.43114853,2,-9.54E-05,0.014876484,0,1,-0.734472454,1.003406133,0
2750348,25/10/2019 6:36,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40611608,GPWS: Windshear Warning,Level 2,Not a False Positive,4908,4931.25,3.25,12.52035522,2,2.38E-04,0.035523821,0,30,3.837063789,30.01958974,0
2750358,25/10/2019 4:35,VH-VYD,737-800,QFA - 737-800 (1024 wps),YPAD,YPPH,40611701,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,482.25,502.25,0,13.23956299,0,2.62E-04,0.024007767,0,1,-1.102259159,0.989337715,0
2750378,25/10/2019 6:06,VH-VZJ,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40611650,Airborne Speed High,Level 2,Not a False Positive,1023,1043,0,8.984437943,0,-9.54E-05,0.017785533,0,5,-1.194254041,5.013735488,0
2750497,25/10/2019 9:08,VH-VXT,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40611451,MMO Exceedance,Level 2,Not a False Positive,2880,2903,3,4987.860889,0,0.001823611,0.008382009,0,0,-1.654518247,0.023754257,0
2751058,25/10/2019 23:11,VH-XZL,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40611051,Airborne Speed High,Level 2,Not a False Positive,599,619,0,1869.437012,0,-0.001525879,0.008973884,0,5,-1.010283589,5.013735488,0
2751086,26/10/2019 1:52,VH-VZM,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40611150,Rotation Speed High,Level 2,Not a False Positive,996,1016,0,9.517014503,0,2.62E-04,0.045636462,0,5,-0.366993845,4.965483691,0
2751086,26/10/2019 1:52,VH-VZM,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40611151,Airborne Speed High,Level 2,Not a False Positive,1002,1022,0,11.36441135,0,2.62E-04,0.045220122,0,5,-0.366993845,4.965483691,0
2751186,26/10/2019 4:39,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40610794,GPWS: Sink Rate,Level 2,Not a False Positive,3071,3093,2,1875.769653,2,-2.13E-04,0.009180301,0,30,4.10985136,30.19537099,0
2751187,26/10/2019 3:33,VH-VYA,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40610950,Climb Speed High,Level 2,Not a False Positive,487.75,512,4.25,399.6994705,6,3.51E-04,0.02442575,0,5,-0.826390207,4.979736225,0
2751187,26/10/2019 3:33,VH-VYA,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40610954,Rotation Speed High,Level 3,Not a False Positive,480.25,500.25,0,396.3270798,6,8.34E-05,0.025704437,0,5,-0.826390207,4.979736225,0
2751187,26/10/2019 3:33,VH-VYA,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40610955,Airborne Speed High,Level 3,Not a False Positive,486,507,1,398.2258606,6,-1.54E-04,0.025841384,0,5,-0.826390207,4.979736225,0
2751679,25/10/2019 21:20,VH-VXO,737-800,QFA - 737-800 (1024 wps),YMML,YPDN,40611586,Airborne Speed High,Level 2,Not a False Positive,416,436,0,397.5546875,0,0.004196167,0.029276399,0,5,-0.734472454,5.156261341,0
2751811,26/10/2019 22:56,VH-VZV,737-800,QFA - 737-800 (1024 wps),YSSY,NZWN,40610638,GPWS: Windshear Warning,Level 2,Not a False Positive,9924,9948,4,24.78004074,2,2.00E-05,0.042061734,0,30,3.29098177,30.19537099,0
2752043,27/10/2019 5:12,VH-VXA,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40610247,Rotation Speed High,Level 2,Not a False Positive,617.5,637.5,0,9.110556126,12,-9.54E-05,0.009873331,0,5,-0.458834648,5.156261341,0
2752043,27/10/2019 5:12,VH-VXA,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40610250,Airborne Speed High,Level 2,Not a False Positive,623,644,1,11.48907661,12,-8.64E-04,0.006032502,0,5,-0.366993845,5.156261341,0
2752052,27/10/2019 5:38,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPAD,YMML,40610300,Pitch Attitude High During Rotation (Gears Extended),Level 3,Bad Parameter: Synchronization Error,365,385,0,-264.0398865,0,16.66679382,0.550034375,0,1,-1.470354557,1.012420556,1
2752111,27/10/2019 6:50,VH-VXP,737-800,QFA - 737-800 (1024 wps),YPAD,YSCB,40610165,GPWS: Sink Rate,Level 2,Not a False Positive,4998,5020,2,1874.848511,4,-2.13E-04,0.027608413,0,30,4.10985136,30.19537099,0
2752285,27/10/2019 9:01,VH-VZH,737-800,QFA - 737-800 (1024 wps),YSSY,NZCH,40610265,GPWS: Sink Rate,Level 2,Not a False Positive,9659,9681,2,168.3673859,2,-2.13E-04,0.012439208,0,30,3.746097088,30.13677724,0
2753156,27/10/2019 23:34,VH-VZU,737-800,QFA - 737-800 (1024 wps),YBBN,YPDN,40609821,Deep Touchdown,Level 2,Not a False Positive,15590.75,15610.75,0,89.38179779,0,-9.54E-05,0.028149935,0,30,1.648658752,30.07818349,0
2754221,29/10/2019 3:52,VH-XZN,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40609028,TCAS Resolution Advisory,Level 2,Not a False Positive,15386,15416,10,137.7952728,0,0.769189688,0.005829637,0,0,18.86045647,0.023754257,0
2755293,30/10/2019 19:04,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40607300,Airborne Speed High,Level 2,Not a False Positive,479,499,0,10.51644039,2,0.004196167,0.018600711,0,1,-1.37830174,1.016927768,0
2755566,30/10/2019 23:23,VH-XZN,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40606958,High Vertical Acceleration at landing,Level 2,Not a False Positive,4137,4163,6,338.8799744,2,-1.02E-05,0.025483135,0,30,4.018940926,30.25396474,0
2755628,30/10/2019 22:20,VH-VZL,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,40607344,Airborne Speed High,Level 2,Not a False Positive,994,1014,0,394.2293091,2,0.004196167,0.05813049,0,15,-1.194254041,15.17582448,0
2755712,31/10/2019 2:04,VH-VZB,737-800,QFA - 737-800 (1024 wps),YBTL,YBBN,40606861,GPWS: Glideslope,Level 2,Not a False Positive,5147,5168,1,12.08990479,0,-1.54E-04,0.016287115,0,30,3.837063789,30.31255849,0
2755714,30/10/2019 23:13,VH-VXT,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40607315,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,15360,15383,3,21.14600563,0,4.28E-04,0.028169466,0,30,6.195634842,30.31255849,0
2755739,31/10/2019 2:49,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40606722,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,4750,4772.5,2.5,340.81604,0,-2.41E-04,0.017966102,0,30,3.928011894,29.980498,0
2755822,31/10/2019 1:32,VH-VYZ,737-800,QFA - 737-800 (1024 wps),NZCH,YMML,40607216,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,464.5,484.5,0,100.1733475,2,8.34E-05,0.018702782,0,1,-0.918327272,1.02594224,0
2755936,31/10/2019 5:46,VH-VXF,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40606764,High Speed Below 5000 ft AAL,Level 3,Not a False Positive,5315,5349,14,823.4907837,1,4.38E-04,0.01566479,0,0,29.37802696,0,0
2755936,31/10/2019 5:46,VH-VXF,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40606767,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,5475,5502,7,976.7098999,1,1.86E-04,0.013223581,0,0,1.77E-04,0,0
2756315,30/10/2019 22:21,VH-VZR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40606523,Airborne Speed High,Level 2,Not a False Positive,788,809,1,394.1105957,2,5.55E-04,0.043652253,0,10,-1.286268234,9.984178285,0
2756324,31/10/2019 17:59,VH-XZH,737-800,QFA - 737-800 (1024 wps),NZWN,YSSY,40606416,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,11800,11863,43,-24.77828789,0,0.001703742,0.009972069,0,0,-1.654518247,0.014252555,0
2756549,31/10/2019 23:42,VH-VZB,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40606147,Climb Speed High,Level 2,Not a False Positive,456,485,9,14.34413624,2,7.10E-05,0.017346507,0,1,-0.918327272,1.003406133,0
2756984,1/11/2019 1:32,VH-XZE,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40606264,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,4015,14759.5,10724.5,0,0,-2.04E-06,0.005179065,0,0,-1.286268234,0.009501703,1
2756984,1/11/2019 1:32,VH-XZE,737-800,QFA - 737-800 (1024 wps),YMML,YPPH,40606267,GPWS: Don't Sink,Level 2,Bad Parameter: Bad Sensor on Airplane,14412,14435,3,1014.467163,0,4.28E-04,0.001497163,0,5,0.091922112,5.084998672,1
2758066,2/11/2019 3:38,VH-VYG,737-800,QFA - 737-800 (1024 wps),YPDN,YAYE,40605242,GPWS: Sink Rate,Level 2,Not a False Positive,7103,7125,2,1623.794434,0,0.001194438,0.007408634,0,30,1.922805429,30.07818349,0
2758098,2/11/2019 2:47,VH-VXN,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40605006,Deep Touchdown,Level 2,Not a False Positive,12224.75,12244.75,0,352.4743805,2,-9.54E-05,0.024433973,0,30,2.196781158,29.8633105,0
2758334,2/11/2019 14:20,VH-XZA,737-800,QFA - 737-800 (1024 wps),WADD,YMML,40605108,Deep Touchdown,Level 2,Not a False Positive,18110.75,18130.75,0,398.656044,0,-9.54E-05,0.003590531,0,30,3.746097088,30.07818349,0
2758515,3/11/2019 0:12,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40604668,Airborne Speed High,Level 2,Not a False Positive,692,712,0,12.57876205,8,-5.96E-06,0.008309044,0,5,-0.826390207,5.037489711,0
2758703,3/11/2019 1:24,VH-VZX,737-800,QFA - 737-800 (1024 wps),NZAA,YMML,40604977,Airborne Speed High,Level 2,Not a False Positive,782,803,1,15.59378338,0,2.00E-04,0.053785795,0,1,-1.470354557,1.003406133,0
2759528,3/11/2019 21:35,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMML,YPDN,40604217,Deep Touchdown,Level 2,Not a False Positive,15769.25,15789.25,0,83.50518227,0,2.62E-04,0.043119358,0,30,4.337043047,29.980498,0
2759532,3/11/2019 23:00,VH-XZF,737-800,QFA - 737-800 (1024 wps),YSSY,YBAS,40604314,High Speed Below 3000 ft AAL,Level 2,Not a False Positive,11176,11218,22,1644.988892,0,5.37E-06,0.002858903,0,0,33.73983765,0.028505109,0
2760275,4/11/2019 22:08,VH-VYC,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40603210,Airborne Speed High,Level 2,Not a False Positive,598,618,0,8.253425598,0,0.004196167,0.003246661,0,5,-1.470354557,5.156261341,0
2760312,4/11/2019 22:30,VH-VXJ,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40603256,Airborne Speed High,Level 2,Not a False Positive,645,666,1,12.53971004,5,5.55E-04,0.01400243,0,1,-1.102259159,0.99408856,0
2760907,5/11/2019 1:11,VH-VYC,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40603349,Airborne Speed High,Level 2,Not a False Positive,254,274,0,13.52055264,6,2.62E-04,0.008445647,0,5,-1.562426805,5.156261341,0
2760928,5/11/2019 1:12,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPPD,YPPH,40603057,Airborne Speed High,Level 2,Not a False Positive,867,887,0,27.02031708,0,2.62E-04,0.034257702,0,5,-1.470354557,5.061244449,0
2760932,5/11/2019 0:04,VH-VXH,737-800,QFA - 737-800 (1024 wps),YPPH,YMML,40603285,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,11489,11511,2,404.0169983,2,-2.13E-04,0.022983438,0,30,3.017686605,30.01958974,0
2760938,4/11/2019 23:11,VH-VZR,737-800,QFA - 737-800 (1024 wps),YPPH,YBBN,40603507,Approach Speed High Below 50 ft AGL (Vref),Level 3,Not a False Positive,15813,15835,2,11.47904968,2,4.91E-04,0.021981575,0,30,3.928011894,29.80471547,0
2761637,5/11/2019 22:55,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40602383,Airborne Speed High,Level 2,Not a False Positive,1279,1299,0,13.02099991,0,0.004196167,0.014398847,0,5,0.183647752,5.156261341,0
2761759,6/11/2019 1:40,VH-VXQ,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40602229,Airborne Speed High,Level 2,Not a False Positive,1540,1561,1,397.0415955,2,-1.54E-04,0.012224678,0,5,0.275354236,5.156261341,0
2761922,6/11/2019 5:04,VH-VYE,737-800,QFA - 737-800 (1024 wps),YMML,YPAD,40602026,Airborne Speed High,Level 2,Not a False Positive,686,707,1,387.3320618,0,5.55E-04,0.00737383,0,5,-1.102259159,5.156261341,0
2761931,6/11/2019 5:49,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40602035,Airborne Speed High,Level 2,Not a False Positive,471,491,0,396.4790955,2,-9.54E-05,0.025813756,0,5,-1.286268234,4.979736225,0
2762110,6/11/2019 8:10,VH-VXE,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40601834,Airborne Speed High,Level 2,Not a False Positive,351,372,1,397.2475586,10,5.55E-04,0.039697976,0,5,-0.458834648,4.965483691,0
2762409,6/11/2019 22:26,VH-VYA,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40601456,High Speed Below 5000 ft AAL,Level 2,Not a False Positive,2526,2551,5,2500.53833,2,-0.002441406,0.006229677,0,0,34.16527176,0,0
2762565,6/11/2019 22:45,VH-VZA,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40601694,Airborne Speed High,Level 2,Not a False Positive,911,931,0,14.62862206,0,-0.001525879,0.026902164,0,5,-0.550694644,5.180015564,0
2762570,6/11/2019 23:16,VH-VXK,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40601526,Airborne Speed High,Level 2,Not a False Positive,654,674,0,394.7143555,17,-0.001525879,0.026992483,0,5,-1.37830174,5.132507118,0
2762702,7/11/2019 0:25,VH-VYA,737-800,QFA - 737-800 (1024 wps),YSCB,YMML,40601496,Airborne Speed High,Level 2,Not a False Positive,445,465,0,1871.359741,0,-5.96E-06,0.010117114,0,5,-0.642573953,4.979736225,0
2762706,6/11/2019 23:43,VH-XZD,737-800,QFA - 737-800 (1024 wps),YPPH,YSOL,40601599,Airborne Speed High,Level 2,Not a False Positive,463,483,0,53.09904861,6,-0.001525879,0.005971077,0,1,-1.102259159,0.99408856,0
2762723,6/11/2019 23:12,VH-XZC,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40601488,Airborne Speed High,Level 2,Not a False Positive,836,857,1,14.13266754,0,5.55E-04,0.014744633,0,5,-1.838759303,5.084998672,0
2762850,7/11/2019 2:53,VH-VYB,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40601169,Airborne Speed High,Level 2,Not a False Positive,461,481,0,396.2854004,4,-9.54E-05,0.027536128,0,5,-0.734472454,5.180015564,0
2762851,7/11/2019 2:47,VH-XZF,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40601468,Rotation Speed High,Level 2,Not a False Positive,900.75,920.75,0,4.888893127,0,-9.54E-05,0.010570456,0,5,-1.194254041,5.061244449,0
2762851,7/11/2019 2:47,VH-XZF,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40601469,Airborne Speed High,Level 3,Not a False Positive,906,927,1,9.153989792,0,-1.54E-04,0.020361943,0,5,-1.102259159,5.061244449,0
2762877,7/11/2019 2:40,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YSSY,YPAD,40601322,Airborne Speed High,Level 2,Not a False Positive,827,847,0,10.23736858,0,-9.54E-05,0.007615831,0,5,-0.918327272,5.203769787,0
2762880,7/11/2019 2:18,VH-XZJ,737-800,QFA - 737-800 (1024 wps),YBAS,YMML,40601629,Airborne Speed High,Level 2,Not a False Positive,444,464,0,1765.707153,0,-9.54E-05,0.011929436,0,15,-1.746629119,15.11723073,0
2762882,7/11/2019 3:41,VH-VZE,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40601132,Airborne Speed High,Level 2,Not a False Positive,354,375,1,397.2953491,2,-1.54E-04,0.020228348,0,5,-1.010283589,5.037489711,0
2763000,7/11/2019 4:25,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40601390,Airborne Speed High,Level 2,Not a False Positive,181,201,0,11.57709312,0,-9.54E-05,0.011709913,0,5,-1.286268234,4.965483691,0
2763036,7/11/2019 5:26,VH-VZH,737-800,QFA - 737-800 (1024 wps),YPPH,YCHK,40601120,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,107,127,0,52.07583237,2,294.1674232,0.028699889,0,1,-1.102259159,1.003406133,0
2763053,7/11/2019 3:46,VH-VXB,737-800,QFA - 737-800 (1024 wps),YPDN,YBBN,40601193,Pitch Attitude High During Rotation (Gears Extended),Level 2,Not a False Positive,429.5,449.5,0,90.73709869,0,-9.54E-05,0.025753012,0,1,-1.37830174,1.007913345,0
2763210,7/11/2019 8:34,VH-VZM,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40601110,Airborne Speed High,Level 2,Not a False Positive,756,776,0,14.42135525,2,0.001335144,0.024096628,0,5,-1.102259159,4.965483691,0
2763261,7/11/2019 5:42,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40600892,TCAS Resolution Advisory,Level 2,Not a False Positive,3909,3945,16,-24.80482292,15,3.25E-04,0.013129775,0,5,-1.194254041,4.993988759,0
2763261,7/11/2019 5:42,VH-VXR,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40600893,Altitude Excursion,Level 2,Bad Parameter: Synchronization Error,3925,3945,0,-24.37578964,15,-9.54E-05,0.012208983,0,5,-1.194254041,4.993988759,1
2763275,7/11/2019 4:31,VH-VYF,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40600877,Rotation Speed High,Level 2,Not a False Positive,486.75,506.75,0,6.546091914,2,-9.54E-05,0.035865972,0,5,-0.366993845,5.061244449,0
2763275,7/11/2019 4:31,VH-VYF,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40600878,Airborne Speed High,Level 2,Not a False Positive,492,513,1,10.91753674,2,5.55E-04,0.031855509,0,5,-0.366993845,5.061244449,0
2763294,7/11/2019 7:17,VH-XZG,737-800,QFA - 737-800 (1024 wps),YMML,WADD,40601571,Airborne Speed High,Level 2,Not a False Positive,1665,1686,1,397.6508484,4,-8.64E-04,0.020544172,0,15,-0.918327272,15.52738698,0
2763488,7/11/2019 20:20,VH-VYI,737-800,QFA - 737-800 (1024 wps),YPAD,YSSY,40600573,Airborne Speed High,Level 2,Not a False Positive,534,554,0,17.06176758,2,-0.001525879,0.007811977,0,5,-1.37830174,5.180015564,0
2764306,8/11/2019 2:47,VH-VZA,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40600395,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,5163,5184.5,1.5,16.4624939,2,1.70E-04,0.019192262,0,30,4.018940926,30.31255849,0
2764373,8/11/2019 4:45,VH-VZS,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40600143,Airborne Speed High,Level 3,Not a False Positive,846,866,0,15.47657204,0,-9.54E-05,0.029100871,0,5,-1.37830174,5.132507118,0
2764374,8/11/2019 4:26,VH-VZC,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40600159,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,5674,5698,4,30.49606514,2,-3.26E-04,0.01294829,0,30,3.382042408,30.13677724,0
2764432,8/11/2019 5:55,VH-VXP,737-800,QFA - 737-800 (1024 wps),YMML,YSCB,40600059,GPWS: Glideslope,Level 2,Not a False Positive,2929,2950,1,1869.062866,2,-8.64E-04,0.007650027,0,30,4.10985136,30.19537099,0
2764606,8/11/2019 7:58,VH-VXI,737-800,QFA - 737-800 (1024 wps),YPKA,YPPH,40600115,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,5434,7131.5,1677.5,1045.931763,0,-6.15E-05,0.006979389,0,0,-1.562426805,0.004750851,1
2764828,8/11/2019 20:37,VH-XZI,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40599586,Rotation Speed High,Level 2,Not a False Positive,424,444,0,6.640975952,0,-0.001525879,0.024163958,0,1,-1.838759303,1.016927768,0
2764890,8/11/2019 20:52,VH-VZZ,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40599905,MMO Exceedance,Level 2,Not a False Positive,4464,4497,13,0,0,-0.00273052,0.004230896,0,0,15.94910812,0.014252555,0
2765115,8/11/2019 23:30,VH-VZY,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40599768,Airborne Speed High,Level 2,Not a False Positive,946,968,2,12.89732456,0,-0.003026743,0.025658828,0,10,-1.286268234,10.0390803,0
2765292,9/11/2019 4:13,VH-XZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40599329,High Vertical Acceleration at landing,Level 2,Not a False Positive,4856.25,4882.25,6,404.2013931,0,5.86E-04,0.058570195,0,30,3.837063789,30.13677724,0
2765301,9/11/2019 2:51,VH-XZO,737-800,QFA - 737-800 (1024 wps),YMML,YBCS,40599404,Airborne Speed High,Level 2,Not a False Positive,419,439,0,397.9551392,0,-9.54E-05,0.015184997,0,5,-1.470354557,5.156261341,0
2765305,9/11/2019 2:37,VH-VZU,737-800,QFA - 737-800 (1024 wps),NZQN,YSSY,40599479,Late Land Flap Selection,Level 2,Not a False Positive,11472,11492,0,145.7931213,2,-9.54E-05,0.003866224,0,30,-0.366993845,25.16604106,0
2765448,9/11/2019 9:10,VH-VYZ,737-800,QFA - 737-800 (1024 wps),YBBN,YSSY,40599090,Deep Touchdown,Level 2,Not a False Positive,5547.75,5567.75,0,7.938473582,2,-8.11E-04,0.034397965,0,30,3.700548172,30.13677724,0
2765549,9/11/2019 7:41,VH-VZP,737-800,QFA - 737-800 (1024 wps),YPPH,YSCB,40599306,GPWS: Windshear Warning,Level 2,Bad Parameter: Bad Sensor on Airplane,3285,3317,12,673.8844971,4,5.55E-04,0.006093496,0,0,-1.838759303,0,1
2766331,10/11/2019 8:52,VH-VZT,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40599562,Speed Brakes Used During Final Approach,Level 3,Bad Parameter: Cause Unknown,9922,9942,0,1.99181211,0,0.001335144,0.012107207,0,30,4.745699406,29.980498,1
2766730,11/11/2019 0:02,VH-VZE,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40598143,Approach Speed High Below 50 ft AGL (Vref),Level 2,Not a False Positive,6037,6059.25,2.25,338.9428406,0,-2.27E-04,0.02146249,0,30,2.561817169,30.01958974,0
2767552,11/11/2019 19:38,VH-VZQ,737-800,QFA - 737-800 (1024 wps),YPAD,YBBN,40597606,Airborne Speed High,Level 2,Not a False Positive,383,403,0,13.39169121,0,0.004196167,0.024476958,0,1,-0.366993845,1.021435028,0
2767720,12/11/2019 0:05,VH-VZM,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40597167,Airborne Speed High,Level 2,Not a False Positive,359,379,0,397.2791443,2,-5.96E-06,0.009062414,0,15,-1.010283589,14.97072474,0
2768004,12/11/2019 0:59,VH-VYD,737-800,QFA - 737-800 (1024 wps),YSSY,YMML,40597226,High Speed Below 5000 ft AAL,Level 3,Not a False Positive,4205,4234,9,807.4986572,0,7.10E-05,0.004326768,0,0,17.62764168,0,0
2768175,12/11/2019 2:17,VH-VZM,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40597153,Airborne Speed High,Level 2,Not a False Positive,826,846,0,13.73045444,4,-9.54E-05,0.01364673,0,5,-1.010283589,4.965483691,0
2768176,12/11/2019 1:41,VH-VZV,737-800,QFA - 737-800 (1024 wps),YMML,YBBN,40597290,Airborne Speed High,Level 3,Not a False Positive,351,371,0,395.4741211,6,-9.54E-05,0.022861234,0,5,-1.286268234,4.993988759,0
2768224,12/11/2019 3:43,VH-VYK,737-800,QFA - 737-800 (1024 wps),YMHB,YMML,40597043,Airborne Speed High,Level 2,Not a False Positive,421,441,0,8.690843582,2,-9.54E-05,0.029541136,0,5,-0.091586694,5.061244449,0
2768245,12/11/2019 3:39,VH-VYG,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40597092,Airborne Speed High,Level 2,Not a False Positive,393,413,0,397.7937012,4,-9.54E-05,0.010019821,0,5,-0.918327272,5.180015564,0
2768298,12/11/2019 2:49,VH-XZF,737-800,QFA - 737-800 (1024 wps),YBCS,YMML,40597240,Airborne Speed High,Level 2,Not a False Positive,547,567,0,6.428943157,7,9.999895096,0.037286482,0,5,-1.102259159,5.061244449,0
2768440,12/11/2019 8:20,VH-VYK,737-800,QFA - 737-800 (1024 wps),YSSY,YBBN,40596869,Airborne Speed High,Level 2,Not a False Positive,617,637,0,12.78881931,6,-0.001525879,0.011079166,0,5,-0.642573953,5.084998672,0
2768449,12/11/2019 7:39,VH-VXL,737-800,QFA - 737-800 (1024 wps),YMML,YSSY,40596787,Airborne Speed High,Level 2,Not a False Positive,525,546,1,397.0231934,6,5.55E-04,0.00441118,0,5,-0.458834648,4.965483691,0
2768494,12/11/2019 8:04,VH-VZK,737-800,QFA - 737-800 (1024 wps),YSSY,NZAA,40596916,Airborne Speed High,Level 3,Not a False Positive,1058,1078,0,9.987164497,0,0.001335144,0.035319605,0,5,-1.102259159,5.22752401,0
